Features,Emotion
"[-4.12101746e+02  7.20143967e+01  1.85068893e+01  1.50182886e+01
  1.87890995e+00  5.95399475e+00 -8.73180199e+00 -2.15699100e+00
 -4.24063063e+00 -3.33599836e-01  6.89235032e-01  9.71443295e-01
 -5.86966467e+00  4.29931593e+00 -1.93040264e+00 -3.14512897e+00
 -2.30189443e+00 -2.52851439e+00 -6.37467718e+00 -5.18601370e+00
 -1.83973110e+00 -1.54149783e+00 -3.46724963e+00 -1.09057355e+00
  1.82415068e-01  2.21325564e+00  3.87447572e+00  9.87151146e+00
  9.85796738e+00  9.73064232e+00  6.79971218e+00  6.99315739e+00
 -1.31215760e-02 -2.45727688e-01 -7.31746495e-01 -1.85048020e+00
 -1.34924555e+00  1.56859767e+00 -4.92605543e+00 -5.43371558e-01
  5.07607937e-01  4.40352798e-01  3.65620852e-01  2.99122632e-01
  3.11497569e-01  3.65427703e-01  3.61062318e-01  3.77872109e-01
  4.08801973e-01  5.86532414e-01  6.75494492e-01  6.26140177e-01
  1.51979441e+01  1.67518397e+01  1.74333573e+01  1.59099053e+01
  1.67479684e+01  1.67414841e+01  4.81960963e+01  4.94709072e+03
  1.46600979e-01]",zdegustowanie
"[-3.98286194e+02  1.08777809e+02  1.38641539e+01  4.10780563e+01
  2.29443207e+01 -2.46305084e+00 -2.68945718e+00 -1.40639563e+01
  9.54362392e-01  6.71971607e+00 -5.04792023e+00  7.80021191e+00
 -4.43855810e+00  5.73155212e+00  5.00708103e+00 -6.10488594e-01
 -1.87243652e+00  5.97529292e-01  7.20676482e-01 -4.32413435e+00
 -1.24305415e+00  2.00821781e+00 -5.56093168e+00  8.09451699e-01
 -1.42362428e+00 -1.97136772e+00 -2.01373076e+00  7.53761008e-02
 -2.33884811e+00  1.17024112e+00 -2.65294099e+00  1.96142781e+00
 -1.20307529e+00  5.20429499e-02 -1.38343990e+00 -7.41271198e-01
 -2.92597294e+00 -1.51284719e+00 -2.69073606e+00 -1.31118751e+00
  5.64731956e-01  5.30313969e-01  5.52719235e-01  5.24015009e-01
  3.96516293e-01  3.55752230e-01  4.06746775e-01  5.71533024e-01
  7.57218778e-01  7.06858277e-01  5.98074496e-01  5.56610882e-01
  1.84635578e+01  1.26496515e+01  1.67440112e+01  1.47357697e+01
  1.65367276e+01  1.96014679e+01  4.66160365e+01  3.36636930e+03
  9.47727513e-02]",zdegustowanie
"[-3.00264557e+02  7.39788361e+01  3.18810868e+00  2.05200062e+01
 -3.26933479e+00 -1.00839305e+00 -1.15622559e+01 -4.42554712e+00
 -9.66533947e+00 -1.14749899e+01 -4.18194103e+00  2.99764156e+00
 -2.45656395e+00  9.81216908e+00  9.01608169e-01 -1.43668556e+00
 -3.02669793e-01  5.66026390e-01 -2.75653338e+00 -1.62847364e+00
 -3.01345992e+00 -2.28151965e+00 -2.76079226e+00 -2.05256200e+00
 -1.06716819e-01  1.01286399e+00 -1.08573925e+00  4.63563585e+00
  5.28400373e+00  1.01990957e+01  9.41065598e+00  7.95915604e+00
  4.72321558e+00  6.58484221e+00  3.56391311e+00  4.96739674e+00
  3.69735837e+00  4.01221466e+00 -8.15031826e-01  4.74486023e-01
  3.36968422e-01  2.85938203e-01  2.69690424e-01  2.35818550e-01
  2.38047555e-01  2.85797864e-01  3.86477262e-01  4.58674520e-01
  4.53354359e-01  5.14088690e-01  5.19294202e-01  4.26396817e-01
  1.80660353e+01  1.79368408e+01  2.10642176e+01  1.62587717e+01
  1.82831926e+01  1.80607169e+01  4.84931507e+01  3.99451987e+03
  1.35178057e-01]",zdegustowanie
"[-4.73606598e+02  6.50342789e+01  2.29869156e+01  2.50998249e+01
  1.33069887e+01  3.03239226e+00 -1.05959244e+01 -5.25291634e+00
 -3.07586551e+00 -3.86632919e-01  1.35287023e+00  7.95109129e+00
 -1.12918174e+00  7.47815037e+00 -9.99718070e-01  7.39506781e-01
  3.55691791e+00  1.55197334e+00 -5.15679717e-01  1.56987441e+00
  7.13747293e-02  2.61424875e+00  1.57160664e+00 -7.05476582e-01
 -1.50033891e+00  5.22776699e+00 -2.25226331e+00  4.99356222e+00
  5.18126583e+00  9.09832764e+00  7.45874786e+00  9.92334175e+00
  7.74060822e+00  3.58009577e+00  3.23759913e+00  4.18376732e+00
  1.45066345e+00  3.07681489e+00 -1.87536880e-01 -2.44055703e-01
  4.62003112e-01  4.63570535e-01  4.98279274e-01  4.40657318e-01
  3.81945163e-01  3.22151810e-01  3.17851365e-01  3.98516506e-01
  5.93683243e-01  6.35971129e-01  5.22263527e-01  4.46618587e-01
  1.75169164e+01  1.39021060e+01  1.80259376e+01  1.43911547e+01
  1.69069223e+01  1.73195373e+01  4.68675615e+01  4.77644231e+03
  1.68314303e-01]",zdegustowanie
"[-4.70002380e+02  7.61074600e+01  7.94061947e+00  2.53340931e+01
  1.59235153e+01 -1.83350587e+00 -1.23161411e+01 -4.75232124e+00
  1.14286053e+00  3.19091296e+00 -1.46755946e+00  4.39958382e+00
 -4.78734732e+00  4.35224295e+00 -5.91811419e-01  1.61429048e+00
  4.88856459e+00  5.03953040e-01 -3.57959509e+00 -2.07903934e+00
 -3.11462522e+00  7.26176351e-02  2.68875813e+00 -1.39202833e+00
  2.69118142e+00  3.86831379e+00  2.55389714e+00  1.05500860e+01
  9.00898743e+00  1.48422375e+01  1.03224401e+01  9.40779972e+00
  3.45828962e+00  6.50692081e+00  1.38922679e+00  6.05684853e+00
  7.11076140e-01  1.06717002e+00 -2.89841080e+00  5.47455370e-01
  3.86871576e-01  3.90974522e-01  3.07518601e-01  2.54607141e-01
  2.78574497e-01  3.22103381e-01  3.46070379e-01  3.86779577e-01
  5.18171489e-01  6.45858347e-01  6.26188040e-01  4.41089630e-01
  1.78786607e+01  1.62580321e+01  1.83266874e+01  1.73472117e+01
  1.95364797e+01  1.76215620e+01  4.86983853e+01  3.88412787e+03
  1.07775630e-01]",zdegustowanie
"[-3.97976379e+02  9.36440125e+01  1.71266727e+01  1.76337767e+00
  1.21732845e+01  3.13531470e+00 -5.15045023e+00 -1.24864435e+01
 -6.63266599e-01 -1.75885332e+00  1.68087018e+00 -4.48651254e-01
 -3.85875916e+00  1.45129636e-01  1.72071171e+00 -2.23829079e+00
 -3.23873353e+00  9.54838097e-01 -4.65915728e+00 -1.69490516e+00
 -5.49663353e+00 -1.32461810e+00 -3.10195136e+00 -2.58790064e+00
 -2.52519274e+00 -1.66683823e-01 -3.30960011e+00  8.03738177e-01
 -2.83523035e+00  2.12903649e-01 -3.13516545e+00  2.04079247e+00
 -2.14322186e+00 -4.26673889e-01 -3.10646033e+00 -1.32476461e+00
 -2.05162144e+00 -2.02099442e+00 -1.17859674e+00  6.96636617e-01
  5.69597840e-01  5.58177590e-01  4.66271102e-01  4.15829599e-01
  4.25157607e-01  4.03697312e-01  4.67233092e-01  5.08592129e-01
  4.97489631e-01  4.30866599e-01  4.01820272e-01  4.95755881e-01
  2.02036656e+01  1.43075160e+01  1.64430716e+01  1.58170278e+01
  1.76257752e+01  1.73038378e+01  4.60565238e+01  3.98470418e+03
  1.36619996e-01]",zdegustowanie
"[-3.35299011e+02  7.65924759e+01 -2.67120495e+01  1.71691399e+01
  6.41422331e-01 -6.07759356e-01 -9.93140888e+00 -1.83817711e+01
 -1.38646412e+00 -1.12294292e+01 -5.20572853e+00  3.54959106e+00
 -1.72560902e+01  7.78949594e+00 -2.59677982e+00 -7.31228495e+00
 -1.99466717e+00 -8.49786949e+00 -6.10972404e+00 -2.65966225e+00
 -6.48275435e-01  1.31450377e+01  1.28402452e+01  1.21903954e+01
  1.18396206e+01  8.24305439e+00  8.44916999e-01  4.67252493e+00
  7.13895559e+00  3.41707659e+00  6.00033188e+00  4.34254646e+00
  6.55023479e+00  3.59971166e+00  1.40051627e+00  8.73193860e-01
 -4.39814901e+00  1.34507966e+00 -3.84217858e+00 -3.32530689e+00
  3.79148751e-01  4.28206295e-01  3.83281887e-01  4.11504090e-01
  3.06383491e-01  1.78798690e-01  1.72981739e-01  2.72376448e-01
  3.03018838e-01  3.66536438e-01  3.31437171e-01  3.11712652e-01
  1.64221447e+01  2.21916828e+01  2.23140249e+01  1.85916728e+01
  1.97788370e+01  2.18309055e+01  4.59091396e+01  4.01791780e+03
  9.25611413e-02]",zdegustowanie
"[-4.01049866e+02  9.28937912e+01  2.13952084e+01  3.90576439e+01
  2.74439354e+01  3.84607863e+00  2.60574722e+00 -8.87759495e+00
  2.86530876e+00  4.43443251e+00 -9.12122917e+00  8.66692448e+00
  2.18686461e+00  5.06317902e+00  1.57075894e+00  2.66605139e+00
 -3.85686946e+00  4.93934965e+00  2.44403809e-01 -1.04536080e+00
 -1.63324797e+00  2.26114392e+00 -5.59734869e+00 -1.69285965e+00
 -1.63282192e+00  1.03809226e+00 -2.36215377e+00 -2.07650587e-01
 -2.00644827e+00  1.54051089e+00 -1.62576750e-01  1.40624845e+00
 -4.03384119e-01  1.47918224e-01 -3.90284747e-01  3.62105906e-01
 -2.34575033e+00 -1.59867868e-01 -4.15740967e+00  3.78926009e-01
  5.10707676e-01  4.69067425e-01  4.01752234e-01  4.07807529e-01
  3.79105508e-01  3.08177054e-01  2.91911840e-01  4.09663856e-01
  6.68926835e-01  7.83218682e-01  6.59988999e-01  5.50196290e-01
  1.68041345e+01  1.11264063e+01  1.62197588e+01  1.38805626e+01
  1.64318074e+01  1.74249350e+01  4.50197965e+01  3.93729074e+03
  1.06706892e-01]",zdegustowanie
"[-3.32083649e+02  8.24875946e+01  2.41656055e+01  1.89744415e+01
  2.62755604e+01 -2.05137587e+00 -9.70418549e+00 -6.61233282e+00
 -9.73383617e+00  4.23699713e+00  5.79792213e+00  6.53864050e+00
 -3.23746109e+00 -4.25384855e+00  2.08497000e+00 -3.50379080e-01
 -1.05374689e+01  3.41491175e+00 -5.84057522e+00 -1.38231015e+00
 -9.63284302e+00 -3.06429791e+00 -8.92223072e+00 -2.14924431e+00
 -1.67926514e+00 -4.27672529e+00 -2.38576818e+00 -3.02544093e+00
 -3.76242161e+00 -6.63938403e-01 -1.76566315e+00  2.66359687e+00
  1.79722810e+00  3.50117731e+00  1.30410385e+00  1.57158375e+00
 -6.03638649e-01  2.35258889e+00  1.47107899e+00  1.87435865e+00
  3.98644120e-01  4.15945143e-01  4.35913742e-01  3.94753426e-01
  3.59513640e-01  4.02807087e-01  4.27041441e-01  4.18577671e-01
  3.98927867e-01  4.16570842e-01  3.58900040e-01  3.29971611e-01
  2.04782918e+01  1.46085924e+01  1.75225884e+01  1.61448566e+01
  1.68222308e+01  1.73006074e+01  4.57062912e+01  4.73788496e+03
  1.57502548e-01]",zdegustowanie
"[-3.43114044e+02  1.27523323e+02  2.25387430e+00  1.24594717e+01
  8.14813900e+00  1.89762962e+00 -8.14252555e-01 -6.27161360e+00
 -6.53231096e+00 -1.30213718e+01 -1.44120479e+00  1.32822266e+01
 -2.88880897e+00 -6.20053816e+00  3.01002169e+00  7.60414839e-01
 -9.29321671e+00 -4.37674761e+00  2.08077002e+00 -5.29328060e+00
 -5.78034401e+00 -5.07993996e-01  8.17454755e-01  7.17624068e-01
 -4.81647682e+00  2.70219755e+00 -2.35044926e-01 -2.50111127e+00
  1.36203825e+00  3.86896551e-01 -1.96708047e+00  2.09176111e+00
 -1.80083740e+00  3.76153088e+00 -5.04540300e+00  3.06994200e+00
 -3.58869982e+00  1.35666892e-01 -3.26141024e+00  1.50778115e+00
  5.67462027e-01  5.84345520e-01  5.70344329e-01  4.61571693e-01
  3.78290951e-01  3.59182864e-01  3.65219176e-01  4.58351970e-01
  4.74349022e-01  4.67323571e-01  5.14428854e-01  5.03900945e-01
  1.74490692e+01  1.24774766e+01  1.68238390e+01  1.58046742e+01
  1.84627583e+01  1.69452079e+01  4.75979857e+01  2.56986178e+03
  6.28662109e-02]",zdegustowanie
"[-3.93121979e+02  9.06230621e+01  2.07766666e+01  2.78491535e+01
  2.63301373e+01  5.94893599e+00  8.04623604e+00 -2.58093619e+00
 -3.87294102e+00  4.60481215e+00  2.57426381e-01  4.67329645e+00
 -5.63846254e+00 -5.12144804e+00  4.65112060e-01  4.36791372e+00
 -4.61191559e+00  3.77945685e+00 -3.40684628e+00  2.88700938e+00
 -6.55198669e+00  9.38934982e-01 -6.70610380e+00 -2.33396316e+00
 -2.82248664e+00 -2.27066517e+00 -1.59169459e+00 -4.41033411e+00
 -2.60187864e+00 -7.85377324e-02 -1.58544087e+00  1.34577715e+00
  5.18863797e-01  2.22426748e+00 -9.79273021e-01  6.83251917e-01
 -2.31711245e+00  1.93918812e+00  7.07888789e-03  2.26748562e+00
  5.21323800e-01  5.37225068e-01  4.88442272e-01  4.38822657e-01
  4.76771683e-01  4.47613597e-01  4.49296504e-01  3.69321555e-01
  3.78790021e-01  4.51384097e-01  4.78354037e-01  5.12859404e-01
  1.91024151e+01  1.24449956e+01  1.69542608e+01  1.48991645e+01
  1.65479396e+01  1.68830789e+01  4.56115528e+01  3.99316406e+03
  6.71875000e-02]",zdegustowanie
"[-3.76337280e+02  8.63945160e+01  1.25064802e+01  1.96697197e+01
  8.80412102e+00 -7.85601425e+00 -1.32227268e+01 -2.01149788e+01
 -6.68993378e+00 -7.38910675e+00 -8.90876484e+00  5.75939226e+00
  5.52116060e+00  6.63813448e+00 -1.49778585e+01 -1.06081724e+00
  1.34017551e+00  3.15148139e+00  9.94773483e+00  2.27005887e+00
 -1.28125989e+00  4.22081995e+00  3.21009946e+00  6.19701099e+00
  9.82925034e+00  1.50940447e+01  9.36361790e+00  4.25066853e+00
  2.81757057e-01  2.87257290e+00  5.17678976e+00  8.15719604e+00
  1.39174342e+00  2.16831350e+00 -2.15112090e+00  6.59003735e-01
 -5.61412275e-01  3.25052309e+00 -3.82224870e+00  6.62041366e-01
  4.55107212e-01  4.65625465e-01  3.03386956e-01  2.17809185e-01
  2.32727975e-01  2.62023926e-01  2.16724396e-01  1.84246629e-01
  2.53508180e-01  2.86274880e-01  3.21054906e-01  3.29649866e-01
  1.67499745e+01  2.00495060e+01  2.12096735e+01  1.79304907e+01
  1.80490087e+01  1.93227733e+01  4.73535152e+01  4.41909328e+03
  1.20694247e-01]",zdegustowanie
"[-3.76441833e+02  9.23637238e+01  1.94209766e+01  2.98966427e+01
  2.32841206e+01  5.17708302e+00 -1.39263821e+00 -8.85149670e+00
 -1.11332865e+01  1.87612563e-01  7.18556568e-02  3.07290697e+00
 -5.33664227e+00  4.83579934e-01  6.39876425e-01  3.69752026e+00
 -3.79453635e+00  3.38866997e+00 -6.04177570e+00 -5.36368072e-01
 -7.97524261e+00 -2.43174815e+00 -5.07215548e+00 -3.18536544e+00
 -2.60694921e-01 -3.94528538e-01 -2.88607788e+00 -1.23627079e+00
  2.86751151e-01 -5.90608358e-01  1.62878561e+00  1.36774445e+00
 -1.95622480e+00  1.30664635e+00 -2.40854812e+00  1.61425114e+00
  2.93924522e+00  7.20323849e+00  4.76145840e+00  6.58002472e+00
  4.12386030e-01  4.01324987e-01  4.12324011e-01  4.77669090e-01
  5.64908206e-01  5.97786665e-01  4.42984432e-01  2.75588721e-01
  2.73578107e-01  3.58816475e-01  3.55947971e-01  3.63500237e-01
  2.11970300e+01  1.39372164e+01  1.77053814e+01  1.56652601e+01
  1.67536964e+01  1.65557540e+01  4.58305268e+01  3.65101207e+03
  6.39648438e-02]",zdegustowanie
"[-3.72852600e+02  8.45456543e+01  8.69893646e+00  2.13835163e+01
  7.95739412e+00 -1.85445309e+00 -6.41327858e+00 -1.51832571e+01
 -5.38214302e+00 -4.67741728e+00 -1.95611942e+00  1.24810576e+00
  3.28170824e+00  1.10710945e+01 -1.39771156e+01 -6.68292820e-01
 -1.62001312e-01  3.32620597e+00  3.49946046e+00 -3.18605804e+00
 -4.95685863e+00 -1.31089091e+00 -4.59071815e-01  2.72587895e+00
  3.69632363e+00  1.18804741e+01  7.72032785e+00  1.30392847e+01
  1.29661150e+01  1.47510271e+01  1.34822893e+01  7.94181252e+00
  6.26782465e+00  1.57484278e-01  8.88613403e-01  3.06695509e+00
  1.58609188e+00  8.04978192e-01 -5.35810852e+00  5.89314461e-01
  4.32246000e-01  2.81921357e-01  2.05484390e-01  1.59245715e-01
  1.76060647e-01  1.75304890e-01  1.96970031e-01  2.91652352e-01
  3.51722896e-01  6.44210219e-01  5.84385097e-01  4.82793689e-01
  1.85787990e+01  1.94433431e+01  2.13767537e+01  1.78927308e+01
  1.84853273e+01  1.93361617e+01  4.59950772e+01  4.23177083e+03
  1.37304687e-01]",zdegustowanie
"[-3.29895477e+02  9.56711426e+01  2.61087074e+01  2.93289509e+01
  2.09410477e+01 -2.29184747e+00 -4.43991613e+00 -5.44272089e+00
 -1.16815920e+01  1.67410862e+00  2.74957085e+00  5.83879900e+00
 -4.44281292e+00 -4.49624157e+00  1.29165053e+00  1.04213405e+00
 -9.48129654e+00  9.46165204e-01 -6.92420197e+00 -3.14747000e+00
 -1.03421631e+01  1.15660226e+00 -6.13611555e+00 -2.72510505e+00
 -4.03236914e+00 -4.63375759e+00 -3.30383182e+00 -2.49380898e+00
 -4.36045980e+00 -9.44274902e-01 -1.71988320e+00 -2.98764855e-01
 -8.74183476e-01  1.74623692e+00  9.95968044e-01  1.33654332e+00
 -1.39904070e+00  2.14785028e+00 -6.63685799e-01  1.04475737e+00
  4.42388237e-01  4.20942307e-01  4.01528835e-01  3.95162046e-01
  4.10007805e-01  4.06494021e-01  4.17703152e-01  3.47499430e-01
  2.93766916e-01  3.06386620e-01  3.46408814e-01  4.30943280e-01
  2.08500550e+01  1.39918400e+01  1.83221608e+01  1.58593227e+01
  1.75637224e+01  1.79786495e+01  4.79923995e+01  3.64858774e+03
  1.29644932e-01]",zdegustowanie
"[-3.19050446e+02  1.00371315e+02 -1.13402681e+01  2.30377827e+01
  8.38799286e+00 -2.24240041e+00 -8.25305939e+00 -2.48456135e+01
 -5.90926647e+00 -5.94782639e+00 -5.90189838e+00  1.42358911e+00
  1.30056477e+00  8.26570511e+00 -1.13888245e+01  1.26338148e+00
  3.34418845e+00  4.75676060e+00  1.99518490e+01  1.71367016e+01
  1.32228909e+01  1.81299076e+01  6.49826336e+00  4.16629648e+00
  5.29111528e+00  1.14426842e+01  3.45652151e+00  1.21124053e+00
  4.45134640e+00  4.26472712e+00  3.59123492e+00  2.82037330e+00
  2.00475648e-01  3.84231377e+00  2.73386788e+00  2.09425378e+00
  7.28152767e-02  1.57986152e+00  1.34401345e+00  5.01131439e+00
  2.16211945e-01  2.61699855e-01  3.50760013e-01  3.69950384e-01
  4.59415138e-01  4.50076938e-01  3.96014005e-01  3.62202257e-01
  2.88316220e-01  2.69122690e-01  2.61636585e-01  2.31487557e-01
  2.28781009e+01  2.09767687e+01  1.83644085e+01  1.65406568e+01
  1.95900273e+01  1.99700296e+01  4.44442410e+01  3.36765455e+03
  4.79046365e-02]",zdegustowanie
"[-2.97906586e+02  5.66301689e+01  1.97800624e+00  1.07080860e+01
 -9.42342567e+00 -5.72028828e+00 -1.28280907e+01 -1.32277994e+01
 -5.42333984e+00 -1.18651018e+01 -5.28542089e+00 -3.41032434e+00
 -7.76517439e+00  1.00334806e+01 -4.12800360e+00 -4.97811031e+00
  5.89011073e-01 -1.73027337e+00 -3.46586347e+00 -5.55758595e-01
  2.08910728e+00  4.12759924e+00 -5.99700451e-01  6.26463652e+00
  2.90971756e+00  5.66373158e+00  4.11853409e+00  4.08765554e+00
  4.91668320e+00  4.62318659e+00  1.84995338e-01  5.38551188e+00
  5.06699848e+00  6.28906679e+00  4.23767757e+00  3.00414157e+00
 -2.10381365e+00 -1.80273354e+00 -1.32154596e+00 -5.08162558e-01
  3.77019286e-01  3.99757057e-01  4.93045181e-01  2.71176368e-01
  2.37782985e-01  2.57962495e-01  3.20139915e-01  3.88000906e-01
  3.32186908e-01  3.33250254e-01  4.16251957e-01  4.34906363e-01
  1.56974017e+01  1.74268162e+01  2.13041073e+01  1.77218163e+01
  1.78605270e+01  1.93313785e+01  4.57378196e+01  4.92040347e+03
  2.10944189e-01]",zdegustowanie
"[-4.02027161e+02  1.20503380e+02  8.93750572e+00  2.06914291e+01
  2.46250954e+01  5.78555441e+00 -2.70526886e+00 -1.08529444e+01
 -7.69212151e+00 -5.12187481e+00 -4.80928516e+00  5.88021803e+00
 -2.26378322e+00  1.94469893e+00  1.84256747e-01 -2.17452455e+00
 -4.01045561e+00 -1.36355042e+00 -1.21079540e+00 -4.80368423e+00
 -2.04276896e+00 -1.37235433e-01 -2.83005404e+00  2.17652822e+00
 -3.16867471e+00 -5.96132696e-01 -1.20758700e+00 -1.07090223e+00
 -1.08985150e+00  2.33222771e+00 -5.51459134e-01  2.30044031e+00
  4.44023125e-03  1.54902530e+00 -1.69288456e+00  1.88035846e+00
 -1.26447964e+00  1.62473202e+00 -6.86416090e-01  2.30283093e+00
  5.28370142e-01  4.48284388e-01  4.59610105e-01  4.92628604e-01
  5.05687356e-01  4.83808875e-01  4.78398561e-01  5.76732934e-01
  5.93426704e-01  5.71812332e-01  5.96885324e-01  5.81545770e-01
  1.62730545e+01  1.12620768e+01  1.65835724e+01  1.40484818e+01
  1.71028393e+01  1.69671156e+01  4.62687316e+01  2.92363281e+03
  4.80175781e-02]",zdegustowanie
"[-3.51150330e+02  1.04226250e+02  6.99355507e+00  1.90055122e+01
  1.77560101e+01  4.38013840e+00 -2.43273377e+00 -1.09773884e+01
 -9.97939777e+00 -9.83033848e+00 -7.26525116e+00  8.89520454e+00
 -3.99350619e+00 -1.83922696e+00  2.34378648e+00 -1.01408017e+00
 -7.31940556e+00  2.17755461e+00  7.57891059e-01 -2.25262618e+00
 -4.11042547e+00 -1.71760842e-01 -1.95592570e+00  1.43540943e+00
 -3.46314168e+00  2.55564213e+00 -2.77149677e+00 -1.42190361e+00
  6.41655087e-01  2.03419328e+00 -6.05332494e-01 -1.77661210e-01
 -1.78404891e+00  1.62145078e+00 -3.60627842e+00  7.06880510e-01
 -3.26346397e+00  8.69496226e-01 -2.36250496e+00  1.19512904e+00
  5.40978491e-01  4.94393080e-01  4.55659956e-01  3.92416716e-01
  4.61201936e-01  4.49318826e-01  4.37104702e-01  4.29707497e-01
  4.29560781e-01  4.62851912e-01  5.89011192e-01  6.01212502e-01
  1.84617018e+01  1.37790210e+01  1.74105625e+01  1.47454227e+01
  1.80173811e+01  1.69549776e+01  4.73509874e+01  3.43349769e+03
  7.32501921e-02]",zdegustowanie
"[-4.07639679e+02  1.34058029e+02  2.59697456e+01  3.04090519e+01
  2.21156044e+01  2.25160503e+00  3.31050110e+00 -1.14679213e+01
 -4.07418537e+00 -4.52379560e+00 -3.87920070e+00  7.14527941e+00
 -1.24472201e+00  1.03550279e+00  1.58916795e+00 -2.31224871e+00
 -1.23719089e-01  4.81061792e+00 -1.66101599e+00 -2.67255235e+00
  5.69513023e-01 -1.21762204e+00 -6.53600216e+00  1.15068007e+00
 -4.09367085e+00 -1.93023169e+00 -1.97629619e+00 -8.54294747e-02
 -7.55710453e-02 -1.33240354e+00 -1.62277937e+00  2.98407006e+00
 -2.64854312e+00 -6.05271533e-02 -5.64425409e-01 -1.38360667e+00
 -2.59777546e+00 -2.21931860e-01 -2.43927646e+00 -9.90446270e-01
  5.45962512e-01  5.40258706e-01  4.87787515e-01  3.93827438e-01
  4.05591190e-01  4.41693008e-01  4.78788704e-01  5.59814751e-01
  5.79105079e-01  6.24578893e-01  6.37003243e-01  5.57385623e-01
  1.80734338e+01  1.10420349e+01  1.67219443e+01  1.31699411e+01
  1.54551496e+01  1.88642487e+01  4.40062349e+01  2.67399089e+03
  9.53043620e-02]",zdegustowanie
"[-3.12047943e+02  5.14054527e+01  6.83585072e+00  1.00890303e+01
 -4.25131470e-01 -7.14369726e+00 -5.32353592e+00 -1.54363022e+01
 -1.59019175e+01 -1.46989746e+01 -9.40468025e+00 -6.81343460e+00
 -1.17935143e+01  1.96485889e+00 -3.99781156e+00 -6.60086775e+00
 -4.64576483e-02  4.65613890e+00  4.30397272e+00  1.08287125e+01
  6.72120953e+00  1.23373375e+01  4.52055073e+00  5.92546606e+00
  3.21365356e+00  7.41305447e+00  1.43135118e+00  4.50431108e+00
 -4.75911140e+00  1.37104940e+00 -1.59611547e+00  7.62143660e+00
  3.69512939e+00  1.02057362e+00 -4.01576251e-01  5.85486507e+00
  1.79731399e-02 -1.39652264e+00 -3.94568539e+00  3.63052082e+00
  3.29695046e-01  2.79056102e-01  2.45970652e-01  3.01781535e-01
  3.10910136e-01  2.32189596e-01  3.10523629e-01  2.72226453e-01
  2.17250839e-01  2.10616425e-01  2.31565848e-01  2.57429391e-01
  1.66118464e+01  2.37516575e+01  2.42624786e+01  1.85954804e+01
  1.93826618e+01  1.86052956e+01  4.99298198e+01  3.92813847e+03
  1.35568202e-01]",zdegustowanie
"[-4.16768829e+02  7.95734711e+01 -3.54251027e-01  2.46210976e+01
  8.69998455e+00 -7.74312854e-01 -6.48779058e+00 -1.33886881e+01
 -4.25129223e+00 -2.92073774e+00 -1.48259163e+00  6.92565632e+00
 -1.01116619e+01  4.65755177e+00 -1.26657915e+00  9.43011880e-01
  3.36225700e+00  2.83268869e-01 -2.03920555e+00 -2.26001716e+00
 -3.42474556e+00  4.24418569e-01 -2.15327144e+00 -2.43965602e+00
 -2.71438885e+00  2.82902265e+00 -1.28419518e+00  8.11876392e+00
  7.76367569e+00  1.33928919e+01  1.05741291e+01  1.12758389e+01
  8.39822388e+00  7.86991453e+00  6.38865852e+00  7.75378132e+00
  4.92443895e+00  3.34089112e+00 -1.18442677e-01  1.83459878e+00
  2.71029323e-01  2.44425908e-01  2.17204794e-01  2.03414366e-01
  2.43438929e-01  2.65937120e-01  3.15555602e-01  4.46917504e-01
  5.45149267e-01  5.11828899e-01  4.74560618e-01  3.70888323e-01
  1.86887389e+01  1.90392632e+01  2.13141123e+01  1.74826641e+01
  1.88298755e+01  2.00887991e+01  4.69459096e+01  4.21339082e+03
  1.39856850e-01]",zdegustowanie
"[-3.80370117e+02  8.81525421e+01  5.64220095e+00  2.96182327e+01
  1.15791445e+01  1.12876921e+01 -4.31500387e+00 -1.62365284e+01
 -8.35424900e+00 -3.44190168e+00 -1.10942688e+01  4.28275204e+00
 -2.59443164e+00  1.54819250e-01 -1.16130933e-01 -3.97844601e+00
 -3.12790680e+00 -3.94604278e+00  1.19004607e+00 -2.85424423e+00
 -4.09421921e+00 -3.86707962e-01 -8.12088013e+00 -2.60609770e+00
 -7.73139286e+00 -2.60267520e+00 -2.66170835e+00 -3.30970812e+00
 -3.24083090e+00 -2.17401886e+00 -4.57595205e+00 -2.55802512e+00
 -5.87357759e-01 -1.36524773e+00  4.31376505e+00  4.11797094e+00
  2.80937958e+00  6.65278244e+00  4.87307549e+00  6.74300480e+00
  3.06148112e-01  3.67136836e-01  4.19030637e-01  3.81370306e-01
  4.23607737e-01  4.50423717e-01  4.05624539e-01  4.13400114e-01
  3.65222543e-01  3.08084220e-01  2.51055479e-01  2.83251345e-01
  2.49177046e+01  1.77260054e+01  2.17105451e+01  1.69685617e+01
  1.78827339e+01  1.80188214e+01  4.76372542e+01  2.60081976e+03
  6.50170555e-02]",zdegustowanie
